,0,1,2,3
93,4.1,Level 3,e8:b4:c8:28:88:48,2019-12-22 01:28:59.107 UTC
94,4.1,Level 3,a8:16:d0:e0:27:47,2019-12-15 22:48:31.705 UTC
95,4.1,Level 3,40:4e:36:b3:35:d2,2019-12-22 13:15:29.084 UTC
96,4.1,Level 3,e8:b4:c8:28:88:48,2019-12-22 01:28:59.108 UTC
97,4.1,Level 3,30:4b:07:1d:04:2b,2019-12-20 22:16:18.777 UTC
98,4.1,Level 3,64:c7:53:48:0b:84,2019-12-26 20:35:03.622 UTC
99,4.1,Level 3,a8:96:75:e5:f4:0c,2019-12-14 22:45:49.311 UTC
100,4.1,Level 3,04:92:26:b8:c4:14,2019-12-20 15:31:22.588 UTC
101,4.1,Level 3,ac:36:13:bd:de:2d,2019-12-08 11:04:37.98 UTC
102,4.1,Level 3,64:c7:53:48:0b:84,2019-12-26 20:35:03.621 UTC
103,4.1,Level 3,48:49:c7:c9:03:88,2019-12-26 22:51:49.156 UTC
104,4.1,Level 3,8c:f5:a3:c4:f0:82,2019-12-28 17:59:46.577 UTC
105,4.1,Level 3,e0:a3:ac:23:6e:e1,2019-12-12 17:50:23.45 UTC
106,4.1,Level 3,04:92:26:b8:c4:14,2019-12-20 15:31:22.587 UTC
107,4.1,Level 3,e8:e8:b7:4b:35:1e,2019-12-22 14:23:17.348 UTC
108,4.1,Level 3,30:4b:07:1d:04:2b,2019-12-20 22:16:16.665 UTC
109,4.1,Level 3,50:bc:96:ce:1b:b5,2019-12-30 16:11:49.059 UTC
110,4.1,Level 3,28:83:35:e0:a7:fd,2019-12-21 00:11:19.5 UTC
111,4.1,Level 3,60:f1:89:12:d8:53,2019-12-10 12:11:10.862 UTC
112,4.1,Level 3,28:83:35:e0:a7:fd,2019-12-21 00:11:19.499 UTC
113,4.1,Level 3,08:8c:2c:22:0e:05,2019-12-16 11:11:02.095 UTC
114,4.1,Level 3,0c:cb:85:92:13:fa,2019-12-06 06:36:25.47 UTC
