,0,1,2,3
125,2.5,Level 3,8c:f1:12:7c:ce:41,2019-12-01 07:10:26.214 UTC
126,2.5,Level 3,08:8c:2c:22:0e:05,2019-12-16 11:13:35.277 UTC
127,2.5,Level 3,48:49:c7:f6:8a:8e,2019-12-17 20:35:20.398 UTC
128,2.5,Level 3,a8:16:d0:ee:6c:67,2019-12-04 12:16:56.608 UTC
129,2.5,Level 3,38:9a:f6:3e:66:07,2019-12-11 05:50:05.288 UTC
130,2.5,Level 3,a8:16:d0:ee:6c:67,2019-12-04 12:16:56.607 UTC
131,2.5,Level 3,d4:c9:4b:89:28:f2,2019-12-04 15:20:29.174 UTC
132,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-28 16:08:36.377 UTC
133,2.5,Level 3,48:49:c7:f8:60:fc,2019-12-15 14:40:49.146 UTC
134,2.5,Level 3,48:51:69:02:7c:04,2019-12-25 21:20:58.612 UTC
135,2.5,Level 3,30:4b:07:90:a9:cf,2019-12-10 08:27:02.613 UTC
136,2.5,Level 3,0a:dd:8f:7c:bb:4f,2019-12-22 08:09:19.703 UTC
137,2.5,Level 3,7c:5c:f8:45:a9:f7,2019-12-30 12:35:30.965 UTC
138,2.5,Level 3,38:9a:f6:e2:42:e5,2019-12-23 00:58:53.266 UTC
139,2.5,Level 3,0a:dd:8f:7c:bb:4f,2019-12-22 08:09:19.43 UTC
140,2.5,Level 3,a8:16:d0:01:f7:71,2019-12-27 22:34:00.613 UTC
141,2.5,Level 3,7c:8b:b5:26:da:df,2019-12-03 00:54:54.256 UTC
142,2.5,Level 3,38:ca:da:ca:12:5d,2019-12-29 16:50:38.04 UTC
143,2.5,Level 3,00:9d:6b:1c:41:26,2019-12-22 08:27:47.742 UTC
144,2.5,Level 3,78:4f:43:01:53:f8,2019-12-08 08:18:18.19 UTC
145,2.5,Level 3,38:30:f9:6e:e1:37,2019-12-24 18:42:58.087 UTC
146,2.5,Level 3,b8:27:eb:d5:29:27,2019-12-15 16:30:54.14 UTC
147,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-22 16:17:09.17 UTC
148,2.5,Level 3,98:9c:57:32:5f:27,2019-12-04 16:36:26.551 UTC
149,2.5,Level 3,48:c7:96:2b:6a:99,2019-12-08 04:33:34.183 UTC
